"tract","Name","Household_Income_rP_gP_pall"
36081129104,"Queens County, NY",60067
34017012300,"Kearny, NJ",60026
36085016901,"Richmond County, NY",60023
34031124321,"Clifton, NJ",59998
36005025000,"Bronx County, NY",59980
36005029302,"Bronx County, NY",59976
36059405900,"West Hempstead, NY",59963
36103112001,"Huntington Station, NY",59957
36061016100,"Upper West Side, New York, NY",59943
34023002301,"Colonia, Woodbridge Township, NJ",59938
36059304002,"Westbury, NY",59923
34031124402,"Clifton, NJ",59895
36081050700,"Queens County, NY",59892
34023002805,"Woodbridge, Woodbridge Township, NJ",59870
36081162100,"Queens County, NY",59867
36085020801,"Richmond County, NY",59858
36081071304,"Queens County, NY",59831
34023009100,"Port Reading, Woodbridge Township, NJ",59819
36047017000,"Kings County, NY",59791
34017010400,"Bayonne, NJ",59768
36081066701,"Queens County, NY",59765
34003054500,"Teaneck, NJ",59761
36061004400,"Midtown, New York, NY",59753
34003051300,"Rutherford, NJ",59752
36059518900,"Hicksville, Hicksville, NY",59739
36005025400,"Bronx County, NY",59738
36047004600,"Kings County, NY",59726
36047042600,"Kings County, NY",59705
36081147900,"Queens County, NY",59697
34013019500,"Maplewood, NJ",59696
36085014606,"Richmond County, NY",59643
34023002604,"Iselin, Woodbridge Township, NJ",59640
36047039200,"Kings County, NY",59622
36047035602,"Kings County, NY",59599
36061010602,"Lenox Hill, New York, NY",59598
36103124602,"Babylon, NY",59514
36103123101,"North Babylon, NY",59492
34003023301,"Hackensack, NJ",59490
34027042900,"Madison, NJ",59483
36081070300,"Queens County, NY",59481
36081075701,"Queens County, NY",59465
36005033700,"Bronx County, NY",59461
36081074100,"Queens County, NY",59437
34003031400,"Lyndhurst, NJ",59417
36081029500,"Queens County, NY",59417
36081048900,"Queens County, NY",59397
34003015500,"Englewood, NJ",59382
36047069602,"Kings County, NY",59329
36047074800,"Kings County, NY",59297
34023000802,"South Plainfield, NJ",59296
36059302200,"Roslyn Heights, NY",59265
36081137700,"Queens County, NY",59247
36059410500,"Valley Stream, NY",59185
36059411901,"Lynbrook, NY",59174
34027040102,"Lincoln Park, NJ",59142
34039034900,"Linden, NJ",59140
34003004002,"Bogota, NJ",59110
36005016000,"Bronx County, NY",59107
36059301300,"Port Washington, NY",59095
36103122901,"West Babylon, NY",59049
36081118100,"Queens County, NY",59045
36047064600,"Kings County, NY",59031
36047041200,"Kings County, NY",59025
34003005000,"Carlstadt, NJ",59019
34013014200,"Belleville, NJ",59014
34003057102,"Wallington, NJ",58965
34017011200,"Constable Hook, Bayonne, NJ",58960
36103124601,"Babylon, NY",58951
34003011100,"Elmwood Park, NJ",58927
36081093402,"Queens County, NY",58870
36081080301,"Queens County, NY",58860
34017020000,"Secaucus, NJ",58826
36047064800,"Kings County, NY",58812
34039033200,"Union, NJ",58804
36047020600,"Kings County, NY",58803
34023001506,"Edison, NJ",58786
36081045600,"Queens County, NY",58771
36081115700,"Queens County, NY",58735
36059303600,"Mineola, NY",58695
34023001804,"Edison, NJ",58694
36103122603,"North Babylon, NY",58658
36047035000,"Kings County, NY",58644
34003031100,"Lyndhurst, NJ",58641
34027041702,"Lake Hiawatha, Parsippany-Troy Hills, NJ",58635
34013014100,"Belleville, NJ",58621
36081092900,"Queens County, NY",58599
36047045600,"Kings County, NY",58579
36081145101,"Queens County, NY",58561
36047056000,"Kings County, NY",58549
34027041801,"Parsippany, Parsippany-Troy Hills, NJ",58544
36119001502,"Southeast Yonkers, Yonkers, NY",58533
36059413500,"Baldwin, NY",58527
36081013500,"Queens County, NY",58445
36047062800,"Kings County, NY",58440
36081072900,"Queens County, NY",58420
36047055800,"Kings County, NY",58417
36047000700,"Kings County, NY",58411
34027041000,"Boonton, NJ",58404
36005032300,"Bronx County, NY",58373
36047041401,"Kings County, NY",58353
34003048100,"River Edge, NJ",58310
34023001505,"Edison, NJ",58283
34023002603,"Iselin, Woodbridge Township, NJ",58278
36047003000,"Kings County, NY",58245
36061006800,"Kips Bay, New York, NY",58210
36005028600,"Bronx County, NY",58204
36047059401,"Kings County, NY",58189
36103124001,"Lindenhurst, NY",58090
34013013600,"Nutley, NJ",58078
34003019203,"Fort Lee, NJ",58043
34023003102,"Woodbridge Township, NJ",58017
36085027706,"Richmond County, NY",58007
36081049700,"Queens County, NY",57988
34023001701,"Edison, NJ",57987
36119001503,"Southeast Yonkers, Yonkers, NY",57957
36085024800,"Richmond County, NY",57941
34023001903,"Edison, NJ",57932
36047031400,"Kings County, NY",57921
34027043301,"Morristown, NJ",57921
36119001504,"Southeast Yonkers, Yonkers, NY",57865
36059410400,"Valley Stream, NY",57843
34003011300,"Elmwood Park, NJ",57819
36047058400,"Kings County, NY",57812
36047024600,"Kings County, NY",57729
36005024400,"Bronx County, NY",57728
36047015700,"Kings County, NY",57711
36119002300,"Dunwoodie, Yonkers, NY",57702
34003019204,"Fort Lee, NJ",57699
36059301101,"Port Washington, NY",57697
36061008601,"Midtown, New York, NY",57689
36047074600,"Kings County, NY",57658
34031124200,"Clifton, NJ",57655
36081071100,"Queens County, NY",57648
36061017100,"Upper West Side, New York, NY",57625
34003003200,"Bergenfield, NJ",57592
36103147001,"West Islip, NY",57577
34023002605,"Colonia, Woodbridge Township, NJ",57570
36103146706,"West Islip, NY",57502
36085002001,"Richmond County, NY",57496
36047055600,"Kings County, NY",57456
36047018400,"Kings County, NY",57429
36047006600,"Kings County, NY",57393
34003019102,"Fort Lee, NJ",57332
36081051500,"Queens County, NY",57326
36085027702,"Richmond County, NY",57323
36047014000,"Kings County, NY",57310
36047040600,"Kings County, NY",57279
36005016400,"Bronx County, NY",57255
36061005600,"Midtown, New York, NY",57216
34003046200,"Ridgefield Park, NJ",57215
36047054400,"Kings County, NY",57205
36081113900,"Queens County, NY",57180
36119002404,"Southeast Yonkers, Yonkers, NY",57175
34027041701,"Lake Hiawatha, Parsippany-Troy Hills, NJ",57111
36081093900,"Queens County, NY",57096
36047035400,"Kings County, NY",57074
34039038000,"Summit, NJ",57061
36047039600,"Kings County, NY",57059
36081025700,"Queens County, NY",57048
36081102900,"Queens County, NY",57031
36081147100,"Queens County, NY",57006
36047026200,"Kings County, NY",56989
36103124101,"Lindenhurst, NY",56967
36061001501,"Lower Manhattan, New York, NY",56933
36085018701,"Richmond County, NY",56922
34027041704,"Parsippany, Parsippany-Troy Hills, NJ",56893
36047027000,"Kings County, NY",56893
36061003300,"Lower Manhattan, New York, NY",56862
36081073900,"Queens County, NY",56859
36061031704,"Lower Manhattan, New York, NY",56844
36059416701,"Long Beach, NY",56843
36047016200,"Kings County, NY",56841
34023000902,"South Plainfield, NJ",56811
34017019900,"Secaucus, NJ",56796
36005013800,"Bronx County, NY",56777
36103124500,"Babylon, NY",56680
36005031600,"Bronx County, NY",56664
34017012700,"Kearny, NJ",56646
34003038200,"North Arlington, NJ",56619
36047058800,"Kings County, NY",56603
36047006700,"Kings County, NY",56602
36061000700,"Lower Manhattan, New York, NY",56593
36103111506,"Huntington, NY",56554
36047025600,"Kings County, NY",56524
36047062200,"Kings County, NY",56523
34013017900,"West Orange, NJ",56496
34017010500,"Bayonne, NJ",56495
34003013002,"Edgewater, NJ",56415
34023001702,"Edison, NJ",56412
36081063900,"Queens County, NY",56399
34013007300,"Ironbound District, Newark, NJ",56397
36005029500,"Bronx County, NY",56393
34023003401,"Sewaren, Woodbridge Township, NJ",56356
36059300700,"Great Neck Plaza, NY",56355
36081124100,"Queens County, NY",56349
36081072100,"Queens County, NY",56328
36081079701,"Queens County, NY",56326
36005029700,"Bronx County, NY",56325
34023002000,"Metuchen, NJ",56299
34023000404,"Piscataway Township, NJ",56249
34031223801,"Totowa, NJ",56223
34023000401,"Piscataway Township, NJ",56216
36047004500,"Kings County, NY",56209
36005031200,"Bronx County, NY",56209
36081056200,"Queens County, NY",56206
36085007000,"Richmond County, NY",56189
36059519300,"Hicksville, Hicksville, NY",56180
36061013200,"Upper East Side, New York, NY",56176
36047013200,"Kings County, NY",56174
36103124200,"Lindenhurst, NY",56161
36061006400,"Gramercy Park, New York, NY",56160
36061015300,"Lincoln Square, New York, NY",56155
36103122707,"Deer Park, NY",56138
36061016500,"Upper West Side, New York, NY",56098
36047030200,"Kings County, NY",56088
36047057000,"Kings County, NY",56055
36005034500,"Bronx County, NY",56049
34013017500,"West Orange, NJ",56011
36081157102,"Queens County, NY",55999
36061015900,"Lincoln Square, New York, NY",55982
36119001301,"Park Hill, Yonkers, NY",55928
36081049900,"Queens County, NY",55874
34013007000,"Ironbound District, Newark, NJ",55869
36081071306,"Queens County, NY",55853
36061015700,"Upper West Side, New York, NY",55847
34003028001,"Leonia, NJ",55818
36061014602,"Upper East Side, New York, NY",55802
34003019103,"Fort Lee, NJ",55787
36081052500,"Queens County, NY",55777
36047059200,"Kings County, NY",55775
34039032901,"Union, NJ",55750
36081008800,"Queens County, NY",55738
36047006400,"Kings County, NY",55727
36081062500,"Queens County, NY",55697
36059416802,"Long Beach, NY",55672
34017005802,"Jersey City, NJ",55661
36085011201,"Richmond County, NY",55584
36047017100,"Kings County, NY",55571
36081117500,"Queens County, NY",55560
34023001100,"Highland Park, NJ",55554
36047029400,"Kings County, NY",55539
36081083700,"Queens County, NY",55525
36047053800,"Kings County, NY",55524
36103123900,"Lindenhurst, NY",55503
36081119100,"Queens County, NY",55498
36081145102,"Queens County, NY",55485
36081122701,"Queens County, NY",55453
36047027400,"Kings County, NY",55444
36081126500,"Queens County, NY",55434
36081146700,"Queens County, NY",55403
36081080302,"Queens County, NY",55379
34017013300,"Kearny, NJ",55339
36081071701,"Queens County, NY",55332
36061007400,"Midtown, New York, NY",55330
36061016002,"East Harlem, New York, NY",55308
36085012806,"Richmond County, NY",55303
34017015201,"West New York, NJ",55297
36047029000,"Kings County, NY",55297
36061013800,"Upper East Side, New York, NY",55289
34003011400,"Elmwood Park, NJ",55251
36081118900,"Queens County, NY",55235
34035052001,"North Plainfield, NJ",55216
36047059600,"Kings County, NY",55213
36061012400,"Lenox Hill, New York, NY",55202
34003054600,"Teaneck, NJ",55189
34003046100,"Ridgefield Park, NJ",55176
36059408700,"Levittown, NY",55170
34023000608,"Society Hill, Piscataway Township, NJ",55160
36047054600,"Kings County, NY",55158
34027041706,"Parsippany, Parsippany-Troy Hills, NJ",55143
36081024500,"Queens County, NY",55141
36081079900,"Queens County, NY",55137
36103124300,"West Babylon, NY",55129
36061003100,"Chinatown, New York, NY",55121
36047029800,"Kings County, NY",55063
36081071305,"Queens County, NY",55059
34023002500,"Iselin, Woodbridge Township, NJ",55035
36061005200,"Midtown, New York, NY",55028
36059410300,"Valley Stream, NY",55026
34017010200,"Bayonne, NJ",55018
36047076000,"Kings County, NY",55017
36081060100,"Queens County, NY",54989
34039033900,"Roselle Park, NJ",54988
36005026400,"Bronx County, NY",54977
36103124102,"Lindenhurst, NY",54973
34017000100,"The Heights, Jersey City, NJ",54967
36103123102,"North Babylon, NY",54943
36047007000,"Kings County, NY",54914
36103111202,"Huntington Station, NY",54910
36061007500,"Lower Manhattan, New York, NY",54896
34017013900,"Harrison, NJ",54890
36103124002,"Lindenhurst, NY",54863
36047029600,"Kings County, NY",54862
36103122601,"Deer Park, NY",54852
36047026800,"Kings County, NY",54844
36061005501,"Lower Manhattan, New York, NY",54838
36059416202,"Island Park, NY",54805
36081120300,"Queens County, NY",54793
36005025200,"Bronx County, NY",54745
34003046300,"Ridgefield Park, NJ",54741
36047058600,"Kings County, NY",54718
36081076901,"Queens County, NY",54696
34023002901,"Woodbridge, Woodbridge Township, NJ",54691
36103122404,"West Babylon, NY",54685
34039033000,"Union, NJ",54632
34039036600,"Westfield, NJ",54629
36081076902,"Queens County, NY",54608
34013015100,"Bloomfield, NJ",54593
36047043400,"Kings County, NY",54589
36081045800,"Queens County, NY",54588
36047055200,"Kings County, NY",54587
34003054400,"Teaneck, NJ",54574
36081068700,"Queens County, NY",54570
34023002703,"Avenel, Woodbridge Township, NJ",54552
36047003400,"Kings County, NY",54545
36103122902,"West Babylon, NY",54504
36061013400,"Lenox Hill, New York, NY",54502
36061005000,"Gramercy Park, New York, NY",54501
36081088901,"Queens County, NY",54486
34003011200,"Elmwood Park, NJ",54453
36047043800,"Kings County, NY",54447
34017013800,"Harrison, NJ",54355
36047003600,"Kings County, NY",54339
36047025800,"Kings County, NY",54326
34003041100,"Palisades Park, NJ",54314
34003019104,"Fort Lee, NJ",54308
36081069300,"Queens County, NY",54278
36005032600,"Bronx County, NY",54276
36059416600,"Long Beach, NY",54271
36047005400,"Kings County, NY",54253
34003030100,"Lodi, NJ",54246
36061004800,"Gramercy Park, New York, NY",54234
36081015100,"Queens County, NY",54234
36047037402,"Kings County, NY",54224
36081071303,"Queens County, NY",54177
36047028200,"Kings County, NY",54173
36061007000,"Kips Bay, New York, NY",54167
36081010100,"Queens County, NY",54166
36047068800,"Kings County, NY",54159
36085003600,"Richmond County, NY",54147
34013019800,"Maplewood, NJ",54132
36085029102,"Richmond County, NY",54100
36047004900,"Kings County, NY",54073
36081077907,"Queens County, NY",54062
34017011400,"Constable Hook, Bayonne, NJ",54041
36081051300,"Queens County, NY",54038
36103122706,"Deer Park, NY",54021
36061007200,"Kips Bay, New York, NY",54011
36085012804,"Richmond County, NY",53995
36081126700,"Queens County, NY",53985
34023003001,"Woodbridge, Woodbridge Township, NJ",53975
34017012900,"Kearny, NJ",53939
36103123801,"Copiague, NY",53935
36085020100,"Richmond County, NY",53914
36061001401,"Lower East Side, New York, NY",53874
36081013000,"Queens County, NY",53874
34017018701,"Hoboken, NJ",53861
34013015200,"Bloomfield, NJ",53842
36047028400,"Kings County, NY",53840
36047020800,"Kings County, NY",53780
36081012301,"Queens County, NY",53761
36047049700,"Kings County, NY",53730
36047038600,"Kings County, NY",53727
36081051700,"Queens County, NY",53714
36061011000,"Lenox Hill, New York, NY",53703
36081055600,"Queens County, NY",53697
36081001200,"Queens County, NY",53638
34031133702,"Haledon, NJ",53626
34017015001,"Guttenberg, NJ",53575
34003041200,"Palisades Park, NJ",53550
36081012100,"Queens County, NY",53488
36047063200,"Kings County, NY",53460
36081062700,"Queens County, NY",53447
34039033100,"Union, NJ",53437
36061020500,"Upper Manhattan, New York, NY",53434
36047018800,"Kings County, NY",53395
36061014900,"Lincoln Square, New York, NY",53388
34003003500,"Bergenfield, NJ",53363
36103123002,"West Babylon, NY",53357
34035051900,"North Plainfield, NJ",53350
36103123401,"Lindenhurst, NY",53342
36061009000,"Midtown, New York, NY",53342
34023001805,"Edison, NJ",53335
36047013800,"Kings County, NY",53332
34039038400,"Scotch Plains, NJ",53331
36081045700,"Queens County, NY",53307
34017013100,"Kearny, NJ",53294
36119003900,"North Side, Mount Vernon, NY",53244
36061007900,"Lower Manhattan, New York, NY",53238
34017012600,"Kearny, NJ",53230
34023000606,"Piscataway Township, NJ",53196
36047000100,"Kings County, NY",53187
36047039800,"Kings County, NY",53177
36047030400,"Kings County, NY",53151
36081006201,"Queens County, NY",53149
36047075000,"Kings County, NY",53148
36047043200,"Kings County, NY",53127
36081062900,"Queens County, NY",53122
36061001001,"Lower Manhattan, New York, NY",53098
34031124800,"Clifton, NJ",53042
36081074300,"Queens County, NY",53036
34039035000,"Linden, NJ",52980
36081120500,"Queens County, NY",52978
34013015300,"Bloomfield, NJ",52977
36061011402,"Upper East Side, New York, NY",52974
36047060800,"Kings County, NY",52969
36081003000,"Queens County, NY",52958
34023002200,"Metuchen, NJ",52925
36059406201,"West Hempstead, NY",52922
36047018200,"Kings County, NY",52918
36047060600,"Kings County, NY",52916
36047054200,"Kings County, NY",52876
34039032500,"Hillside, NJ",52860
36085003300,"Richmond County, NY",52859
36081077903,"Queens County, NY",52814
36081080900,"Queens County, NY",52814
36085030301,"Richmond County, NY",52780
34017014101,"North Bergen, NJ",52763
36119001403,"Lincoln Park, Yonkers, NY",52751
34023001600,"Edison, NJ",52743
36119002403,"Southeast Yonkers, Yonkers, NY",52729
36061031703,"Lower Manhattan, New York, NY",52724
36061004900,"Lower Manhattan, New York, NY",52700
36081071900,"Queens County, NY",52699
36047043600,"Kings County, NY",52697
34003019202,"Fort Lee, NJ",52695
36081115500,"Queens County, NY",52687
34003012001,"East Rutherford, NJ",52677
36103124402,"Lindenhurst, NY",52641
36081090700,"Queens County, NY",52613
36061002700,"Lower Manhattan, New York, NY",52603
36047026000,"Kings County, NY",52600
36081134700,"Queens County, NY",52577
36081077904,"Queens County, NY",52550
36047067000,"Kings County, NY",52470
36103145903,"Bay Shore, NY",52463
36061027500,"Upper Manhattan, New York, NY",52451
36047029200,"Kings County, NY",52444
34039035700,"Rahway, NJ",52439
36047025000,"Kings County, NY",52414
36103123001,"West Babylon, NY",52401
36081000800,"Queens County, NY",52383
36047002100,"Kings County, NY",52379
36059409900,"Valley Stream, NY",52378
34013007200,"Ironbound District, Newark, NJ",52373
36047061002,"Kings County, NY",52363
36081024300,"Queens County, NY",52356
34023003002,"Woodbridge, Woodbridge Township, NJ",52354
36047013600,"Kings County, NY",52344
36081071702,"Queens County, NY",52335
36081091900,"Queens County, NY",52327
36047044200,"Kings County, NY",52317
36081014700,"Queens County, NY",52315
34013014300,"Belleville, NJ",52311
36059412400,"Rockville Centre, NY",52306
34031264101,"Woodland Park, NJ",52305
36103122705,"Deer Park, NY",52269
36061007700,"Lower Manhattan, New York, NY",52261
34003036100,"South Hackensack, NJ",52239
34023002902,"Woodbridge, Woodbridge Township, NJ",52235
36081077906,"Queens County, NY",52228
36005024600,"Bronx County, NY",52227
36081013400,"Queens County, NY",52206
36047006300,"Kings County, NY",52197
36103123702,"Copiague, NY",52183
34003030400,"Lodi, NJ",52183
34013007700,"Ironbound District, Newark, NJ",52173
36047021000,"Kings County, NY",52154
36047028600,"Kings County, NY",52143
36047066200,"Kings County, NY",52129
36081014000,"Queens County, NY",52124
36081052100,"Queens County, NY",52111
36081084602,"Queens County, NY",52086
36047052800,"Kings County, NY",52058
36119002402,"Southeast Yonkers, Yonkers, NY",52057
34039032700,"Union, NJ",52056
36081012800,"Queens County, NY",52048
36081045900,"Queens County, NY",52030
36085000600,"Richmond County, NY",52017
34023003201,"Woodbridge Township, NJ",52017
34013015500,"Bloomfield, NJ",52000
36081062100,"Queens County, NY",51979
34017001201,"The Heights, Jersey City, NJ",51957
36081029700,"Queens County, NY",51955
34003006300,"Cliffside Park, NJ",51950
36081077500,"Queens County, NY",51949
36081049301,"Queens County, NY",51920
34013007100,"Ironbound District, Newark, NJ",51872
36081093800,"Queens County, NY",51863
34017013400,"East Newark, NJ",51853
36047027800,"Kings County, NY",51845
34003006201,"Cliffside Park, NJ",51824
34017011300,"Constable Hook, Bayonne, NJ",51818
36103110901,"Huntington, NY",51815
36005013000,"Bronx County, NY",51815
36061008200,"Midtown, New York, NY",51794
36047012801,"Kings County, NY",51778
34031246300,"Wayne, NJ",51778
36081050500,"Queens County, NY",51777
34023003500,"Carteret, NJ",51777
36061005502,"Lower Manhattan, New York, NY",51763
36047025200,"Kings County, NY",51758
36047019400,"Kings County, NY",51735
34003057200,"Wallington, NJ",51716
36081069701,"Queens County, NY",51696
36047024800,"Kings County, NY",51685
36081047900,"Queens County, NY",51678
36047019800,"Kings County, NY",51670
36047042800,"Kings County, NY",51664
36061011401,"Lenox Hill, New York, NY",51664
36047062600,"Kings County, NY",51656
36081029300,"Queens County, NY",51631
36047058200,"Kings County, NY",51631
36047000502,"Kings County, NY",51559
36047044000,"Kings County, NY",51547
34023000502,"Piscataway Township, NJ",51538
36081061900,"Queens County, NY",51491
34023003203,"Woodbridge Township, NJ",51463
36047046201,"Kings County, NY",51432
34013006900,"Ironbound District, Newark, NJ",51422
36119000203,"Ludlow, Yonkers, NY",51406
36047028800,"Kings County, NY",51392
36103122802,"North Babylon, NY",51378
36059303900,"Westbury, NY",51369
36119001505,"Southeast Yonkers, Yonkers, NY",51351
36081001600,"Queens County, NY",51350
36005025600,"Bronx County, NY",51347
36047045400,"Kings County, NY",51316
36061009100,"Midtown, New York, NY",51315
36047019600,"Kings County, NY",51309
34017015801,"West New York, NJ",51273
36081003100,"Queens County, NY",51269
34017000400,"The Heights, Jersey City, NJ",51265
36061006900,"Lower Manhattan, New York, NY",51265
36047040400,"Kings County, NY",51247
34003029100,"Little Ferry, NJ",51239
36047076800,"Kings County, NY",51226
36081086400,"Queens County, NY",51155
34017013000,"Kearny, NJ",51116
36081055400,"Queens County, NY",51105
36081070900,"Queens County, NY",51080
36081101002,"Queens County, NY",51078
36085000800,"Richmond County, NY",51055
36059414502,"Freeport, NY",50983
36081065702,"Queens County, NY",50932
36047053200,"Kings County, NY",50891
36047069601,"Kings County, NY",50886
36081056700,"Queens County, NY",50882
36005015200,"Bronx County, NY",50871
36081057700,"Queens County, NY",50866
36047061004,"Kings County, NY",50852
36081059300,"Queens County, NY",50844
36047039400,"Kings County, NY",50826
36119001402,"Lincoln Park, Yonkers, NY",50818
36061003900,"Lower Manhattan, New York, NY",50783
34017014900,"North Bergen, NJ",50762
36081023000,"Queens County, NY",50755
36061003700,"Lower Manhattan, New York, NY",50747
36081047500,"Queens County, NY",50739
36005024800,"Bronx County, NY",50693
36047018000,"Kings County, NY",50678
36081025500,"Queens County, NY",50642
36081067900,"Queens County, NY",50631
36103123402,"Lindenhurst, NY",50600
36085011202,"Richmond County, NY",50580
36081005800,"Queens County, NY",50573
36047049600,"Kings County, NY",50561
36047026600,"Kings County, NY",50514
34003021300,"Garfield, NJ",50486
36081030903,"Queens County, NY",50485
34023000300,"Dunellen, NJ",50478
36081013700,"Queens County, NY",50472
34017010800,"Constable Hook, Bayonne, NJ",50472
36119004300,"North Side, Mount Vernon, NY",50470
36081016900,"Queens County, NY",50444
36047006500,"Kings County, NY",50443
36085009700,"Richmond County, NY",50432
36081015500,"Queens County, NY",50421
36081073700,"Queens County, NY",50420
36081024700,"Queens County, NY",50410
36059416401,"Long Beach, NY",50403
34017014400,"North Bergen, NJ",50387
36081009500,"Queens County, NY",50385
36061004700,"Lower Manhattan, New York, NY",50359
36047005602,"Kings County, NY",50336
36081056600,"Queens County, NY",50328
36047059000,"Kings County, NY",50322
36081116100,"Queens County, NY",50312
36061014500,"Lincoln Square, New York, NY",50305
34023003800,"Carteret, NJ",50278
36047027600,"Kings County, NY",50241
36047055400,"Kings County, NY",50231
36081074500,"Queens County, NY",50230
36047036002,"Kings County, NY",50216
36081011100,"Queens County, NY",50201
34013007400,"Newark, NJ",50192
36119005701,"New Rochelle, NY",50184
36047038800,"Kings County, NY",50180
36081120100,"Queens County, NY",50174
36005034300,"Bronx County, NY",50157
36047058000,"Kings County, NY",50151
36047014200,"Kings County, NY",50139
36047020000,"Kings County, NY",50134
36047044400,"Kings County, NY",50129
36061028100,"Fort George, New York, NY",50107
34023000801,"South Plainfield, NJ",50104
36047013400,"Kings County, NY",50079
36047046000,"Kings County, NY",50079
36047057800,"Kings County, NY",50076
36047026400,"Kings County, NY",50019
36061016900,"Upper West Side, New York, NY",49993
36081056000,"Queens County, NY",49993
36047046800,"Kings County, NY",49988
36047000900,"Kings County, NY",49960
34017007200,"Downtown Jersey City, Hoboken, NJ",49949
36081115900,"Queens County, NY",49945
34013007600,"North Ironbound, Newark, NJ",49935
36059405100,"Elmont, NY",49923
34003036200,"Moonachie, NJ",49911
36047068200,"Kings County, NY",49877
34017018200,"Weehawken, NJ",49876
36061008800,"Midtown, New York, NY",49853
34013015800,"Bloomfield, NJ",49837
36061014601,"Upper East Side, New York, NY",49811
34017014501,"North Bergen, NJ",49726
36047025400,"Kings County, NY",49718
36103111505,"Huntington, NY",49700
36047065000,"Kings County, NY",49666
36103111001,"Huntington, NY",49653
34017010600,"Constable Hook, Bayonne, NJ",49634
36119005800,"New Rochelle, NY",49628
34003021200,"Garfield, NJ",49623
36081022002,"Queens County, NY",49620
36005013200,"Bronx County, NY",49609
34017010100,"Bayonne, NJ",49591
34039030701,"Elizabeth, NJ",49542
34003019303,"Palisades Park, NJ",49503
36047006000,"Kings County, NY",49463
36061007100,"Lower Manhattan, New York, NY",49449
36061008000,"Midtown, New York, NY",49424
36081008600,"Queens County, NY",49424
36081006202,"Queens County, NY",49411
36061002900,"Chinatown, New York, NY",49408
36081044800,"Queens County, NY",49387
36085012500,"Richmond County, NY",49386
36081047800,"Queens County, NY",49383
36047043000,"Kings County, NY",49334
36061009800,"Midtown, New York, NY",49332
36081079702,"Queens County, NY",49301
34003057101,"Wallington, NJ",49296
36005016600,"Bronx County, NY",49287
36005023200,"Bronx County, NY",49281
36081094700,"Queens County, NY",49267
34003023302,"Hackensack, NJ",49263
34023002701,"Avenel, Woodbridge Township, NJ",49262
36047036001,"Kings County, NY",49262
34031124601,"Clifton, NJ",49230
36047042400,"Kings County, NY",49203
36059414303,"Freeport, NY",49192
36047021200,"Kings County, NY",49171
36047030000,"Kings County, NY",49163
34023001901,"Edison, NJ",49144
34017010700,"Constable Hook, Bayonne, NJ",49137
36061019900,"Upper Manhattan, New York, NY",49110
36061020300,"Upper Manhattan, New York, NY",49102
36081146300,"Queens County, NY",49097
36047059300,"Kings County, NY",49076
34017012800,"Kearny, NJ",49045
34013015400,"Bloomfield, NJ",49039
36085011402,"Richmond County, NY",49014
36081004001,"Queens County, NY",49011
36047015300,"Kings County, NY",48985
34003030300,"Lodi, NJ",48974
34017013200,"Kearny, NJ",48974
36047058900,"Kings County, NY",48973
34017010300,"Bayonne, NJ",48971
34031124700,"Clifton, NJ",48967
36081061301,"Queens County, NY",48943
36081058700,"Queens County, NY",48938
36081085900,"Queens County, NY",48929
36081055200,"Queens County, NY",48926
36047040800,"Kings County, NY",48906
36081030902,"Queens County, NY",48892
36081003800,"Queens County, NY",48881
36061004300,"Lower Manhattan, New York, NY",48871
36081077905,"Queens County, NY",48861
36061010400,"Midtown, New York, NY",48858
36081031700,"Queens County, NY",48849
36059409800,"Elmont, NY",48839
34003030200,"Lodi, NJ",48839
36081144700,"Queens County, NY",48832
36061017300,"Upper West Side, New York, NY",48808
36081086100,"Queens County, NY",48788
36103123802,"Lindenhurst, NY",48788
36047017800,"Kings County, NY",48762
36081068300,"Queens County, NY",48737
36061009600,"Midtown, New York, NY",48704
36081011200,"Queens County, NY",48699
34003021100,"Garfield, NJ",48697
36059405200,"Elmont, NY",48688
36081010300,"Queens County, NY",48657
36047005800,"Kings County, NY",48635
36061015400,"Upper East Side, New York, NY",48623
36061002100,"Lower Manhattan, New York, NY",48600
36081018900,"Queens County, NY",48574
36061011600,"Lenox Hill, New York, NY",48568
36081117100,"Queens County, NY",48562
36005026601,"Bronx County, NY",48513
36047056600,"Kings County, NY",48481
36085030302,"Richmond County, NY",48470
36081028500,"Queens County, NY",48448
36081048300,"Queens County, NY",48427
34031124323,"Clifton, NJ",48404
34017005900,"Greenville, Jersey City, NJ",48398
36085011401,"Richmond County, NY",48377
36047019000,"Kings County, NY",48356
36081112300,"Queens County, NY",48329
36081077300,"Queens County, NY",48322
34003023200,"Hackensack, NJ",48313
36081084601,"Queens County, NY",48302
34013007800,"Ironbound District, Newark, NJ",48243
36047015500,"Kings County, NY",48236
36047016700,"Kings County, NY",48227
36047056100,"Kings County, NY",48218
36061010900,"Garment District, New York, NY",48202
36047015200,"Kings County, NY",48199
34027041100,"Boonton, NJ",48192
36081032900,"Queens County, NY",48188
36081011700,"Queens County, NY",48179
36047059800,"Kings County, NY",48174
36005031800,"Bronx County, NY",48163
36081014900,"Queens County, NY",48162
36059416702,"Long Beach, NY",48148
36081018501,"Queens County, NY",48146
36103123500,"Amityville, NY",48128
34013019100,"South Orange, NJ",48119
36085010500,"Richmond County, NY",48036
36047028000,"Kings County, NY",48028
36005016200,"Bronx County, NY",48028
36081062300,"Queens County, NY",48027
34017000500,"The Heights, Jersey City, NJ",48015
