"tract","Name","Household_Income_rP_gP_pall"
6059032027,"Lake Forest, CA",51397
6059099226,"Fountain Valley, CA",51319
6037620002,"El Segundo, CA",51316
6111006000,"Ventura County, CA",51253
6037125600,"North Hollywood, Los Angeles, CA",51234
6037189400,"Central LA, Los Angeles, CA",51221
6071000818,"Upland, CA",51205
6037621301,"South Redondo, Redondo Beach, CA",51200
6071000109,"Chino Hills, CA",51199
6037571200,"Lakewood Village, Long Beach, CA",51197
6059099216,"Huntington Beach, CA",51183
6037620602,"North Redondo, Redondo Beach, CA",51182
6037930401,"Woodland Hills, Los Angeles, CA",51171
6037293301,"Harbor City, Los Angeles, CA",51170
6071002018,"Rancho Cucamonga, CA",51111
6037211701,"Central LA, Los Angeles, CA",51086
6059110015,"Los Alamitos, CA",51086
6037500300,"Whittier, CA",51079
6111001202,"Ventura, CA",51061
6065046602,"Norco, CA",51033
6037481201,"Temple City, CA",51027
6037134422,"West Hills, Los Angeles, CA",51015
6037700102,"Central LA, West Hollywood, CA",51006
6059099413,"Huntington Beach, CA",51004
6037480101,"Temple City, CA",50996
6037480704,"South Pasadena, CA",50983
6071002021,"Rancho Cucamonga, CA",50981
6037189905,"Central LA, Los Angeles, CA",50959
6059001503,"Brea, CA",50952
6065041807,"Corona, CA",50924
6037113212,"Chatsworth, Los Angeles, CA",50910
6037265520,"Westwood, Los Angeles, CA",50904
6037481713,"Monterey Park, CA",50896
6037800328,"Calabasas, CA",50891
6037574800,"Park Estates, Long Beach, CA",50864
6037189903,"Central LA, Los Angeles, CA",50860
6037216300,"Central LA, Los Angeles, CA",50810
6071000116,"Chino Hills, CA",50786
6037134302,"West Hills, Los Angeles, CA",50785
6037311700,"Burbank, CA",50785
6037651222,"Southwood Riviera, Torrance, CA",50781
6059063202,"East Side Costa Mesa, Costa Mesa, CA",50762
6059075701,"Tustin, CA",50758
6111001402,"Ventura, CA",50741
6059099220,"Huntington Beach, CA",50733
6037481500,"Alhambra, CA",50729
6059110115,"La Palma, CA",50718
6059099511,"Old Towne, Seal Beach, CA",50710
6111008302,"Simi Valley, CA",50707
6037117202,"North Hills, Los Angeles, CA",50703
6037310701,"Burbank, CA",50701
6065041810,"Corona, CA",50678
6059099204,"Westminster, CA",50599
6037214901,"Beverly Grove, West Hollywood, CA",50560
6037124600,"Sherman Oaks, Los Angeles, CA",50553
6037141304,"Sherman Oaks, Los Angeles, CA",50543
6065040604,"Mira Loma, Jurupa Valley, CA",50535
6071004503,"San Bernardino, CA",50499
6111007612,"Moorpark, CA",50493
6037700400,"Central LA, West Hollywood, CA",50486
6037650701,"Southwood, Torrance, CA",50482
6111001800,"Ventura, CA",50456
6037139503,"Encino, Los Angeles, CA",50448
6037181000,"Northeast Los Angeles, Los Angeles, CA",50444
6065042014,"Orangecrest, Riverside, CA",50427
6065042714,"Canyon Lake, CA",50402
6037574202,"Artcraft Manor, Long Beach, CA",50368
6037430003,"Duarte, CA",50363
6037403402,"Valle Lindo, Walnut, CA",50348
6059052505,"El Camino Real, Irvine, CA",50324
6037103300,"Los Angeles, CA",50321
6037463000,"Hastings Ranch, Pasadena, CA",50315
6037214502,"Central LA, Los Angeles, CA",50264
6111005700,"Camarillo, CA",50252
6037189202,"Central LA, Los Angeles, CA",50245
6037554406,"Bellflower, CA",50242
6037571101,"Lakewood, CA",50219
6037571000,"Lakewood, CA",50217
6059087704,"Southwest Anaheim, Anaheim, CA",50211
6037207101,"Central LA, Los Angeles, CA",50208
6059110111,"Cypress, CA",50202
6037192300,"Central LA, Los Angeles, CA",50202
6037482202,"Garvey, Monterey Park, CA",50175
6037408705,"Rowland Heights, CA",50120
6037570901,"Lakewood, CA",50090
6071000115,"Chino Hills, CA",50044
6037401902,"Claremont, CA",50005
6037481401,"San Gabriel, CA",49997
6037431300,"Monrovia, CA",49987
6037311000,"Burbank, CA",49978
6037481603,"Alhambra, CA",49967
6037432902,"Rosemead, CA",49964
6037650200,"Northwest Torrance, Torrance, CA",49957
6037214600,"Central LA, Los Angeles, CA",49913
6037701902,"Downtown, Santa Monica, CA",49908
6111007300,"Westlake Village, CA",49874
6059110113,"Cypress, CA",49853
6059021914,"Santa Ana, CA",49831
6071002019,"Rancho Cucamonga, CA",49828
6037503601,"La Mirada, CA",49823
6037554521,"Cerritos, CA",49822
6059099602,"Huntington Beach, CA",49817
6059110114,"Cypress, CA",49789
6065042013,"Orangecrest, Riverside, CA",49789
6111001401,"Ventura, CA",49787
6037430302,"Monrovia, CA",49779
6111008101,"Simi Valley, CA",49751
6037501501,"Whittier, CA",49740
6071007105,"Colton, CA",49735
6037141102,"Sherman Oaks, Los Angeles, CA",49700
6071000103,"Chino Hills, CA",49693
6037431502,"El Monte City, Arcadia, CA",49692
6037570800,"Lakewood, CA",49689
6037432201,"Rosemead, CA",49664
6037181300,"Northeast Los Angeles, Los Angeles, CA",49653
6037297300,"San Pedro, Los Angeles, CA",49645
6059075506,"Tustin, CA",49633
6059075807,"Orange, CA",49620
6037702700,"Park West, Culver City, CA",49598
6059088202,"Garden Grove, CA",49564
6037403317,"Westmont, Pomona, CA",49549
6037650001,"Torrance, CA",49527
6059076208,"Orange, CA",49526
6037211500,"Central LA, Los Angeles, CA",49515
6037124400,"North Hollywood, Los Angeles, CA",49499
6071002025,"Rancho Cucamonga, CA",49495
6037139504,"Encino, Los Angeles, CA",49494
6037573800,"Carson Park, Long Beach, CA",49437
6037620702,"North Redondo, Redondo Beach, CA",49427
6037481711,"Monterey Park, CA",49426
6037501900,"East Whitter, Whittier, CA",49405
6065041806,"Corona, CA",49379
6059063802,"Mesa Verde, Costa Mesa, CA",49366
6037141302,"Sherman Oaks, Los Angeles, CA",49350
6037571300,"Lakewood, CA",49330
6065041805,"Corona, CA",49310
6071001903,"Chino, CA",49296
6037432101,"El Monte City, Temple City, CA",49294
6059032041,"Trabuco Canyon, CA",49273
6037574300,"Los Altos, Long Beach, CA",49247
6111007505,"Simi Valley, CA",49241
6037311500,"Magnolia Park, Burbank, CA",49236
6037702300,"Sunset Park, Santa Monica, CA",49232
6037271300,"Mar Vista, Los Angeles, CA",49217
6037139301,"Tarzana, Los Angeles, CA",49213
6037401101,"Glendora, CA",49205
6111005401,"Camarillo, CA",49192
6037300501,"La Crescenta, La Crescenta-Montrose, CA",49190
6037504001,"La Mirada, CA",49189
6059001102,"Los Nietos, La Habra, CA",49185
6059099512,"Old Towne, Seal Beach, CA",49183
6059110104,"Cypress, CA",49182
6037481300,"Rosemead, CA",49174
6037135202,"Canoga Park, Los Angeles, CA",49170
6059110117,"Cypress, CA",49169
6037574201,"Stratford Square, Long Beach, CA",49168
6037651102,"Torrance Heights Civic, Torrance, CA",49129
6037137401,"Woodland Hills, Los Angeles, CA",49127
6111005504,"Camarillo, CA",49126
6059099233,"Fountain Valley, CA",49107
6059110301,"Buena Park, CA",49089
6111008401,"Simi Valley, CA",49062
6037480011,"San Gabriel, CA",49062
6037194402,"Beverly Grove, Los Angeles, CA",49047
6037403303,"Valle Lindo, Diamond Bar, CA",49044
6037113401,"Canoga Park, Los Angeles, CA",49022
6037135114,"Woodland Hills, Los Angeles, CA",49006
6059086305,"Southeast Anaheim, Anaheim, CA",49001
6037115104,"Northridge, Los Angeles, CA",48987
6037621326,"South Redondo, Redondo Beach, CA",48985
6071002033,"Rancho Cucamonga, CA",48972
6059032055,"Rancho Santa Margarita, CA",48968
6037570003,"Lakewood, CA",48962
6037301204,"Verdugo Viejo, Glendale, CA",48956
6065041409,"Riverside, CA",48956
6037621001,"Hermosa Beach, CA",48953
6037401202,"Charter Oak, Glendora, CA",48933
6059099215,"Adams, Huntington Beach, CA",48920
6037137201,"Woodland Hills, Los Angeles, CA",48910
6059099223,"Westminster, CA",48907
6111005100,"Somis, CA",48903
6037408134,"West Covina, CA",48891
6037296300,"San Pedro, Los Angeles, CA",48874
6037430724,"Arcadia, CA",48856
6059099203,"Riverview West, Santa Ana, CA",48853
6037408504,"Hacienda Heights, CA",48834
6037530003,"South Montebello, Montebello, CA",48821
6037111202,"Granada Hills, Los Angeles, CA",48820
6037620501,"North Redondo, Redondo Beach, CA",48817
6071001905,"Ontario, CA",48808
6111001900,"Ventura, CA",48758
6059075811,"Orange, CA",48757
6111008304,"Simi Valley, CA",48755
6037124500,"Van Nuys, Los Angeles, CA",48721
6037431900,"Temple City, CA",48717
6065042003,"Riverside, CA",48715
6037301900,"Downtown, Glendale, CA",48703
6037621102,"Hermosa Beach, CA",48700
6037311400,"Burbank, CA",48680
6037570902,"Lakewood, CA",48677
6037543503,"Torrance, CA",48677
6037301206,"Glenwood, Glendale, CA",48655
6037403600,"Covina, CA",48655
6037408623,"Hacienda Heights, CA",48653
6037650101,"Northeast Torrance, Torrance, CA",48646
6037297500,"San Pedro, Los Angeles, CA",48640
6111007614,"Moorpark, CA",48636
6037482502,"Garvey, Rosemead, CA",48609
6037554802,"Artesia, CA",48604
6037702600,"Culver City, CA",48582
6059099311,"Huntington Beach, CA",48579
6037403702,"Charter Oak, Covina, CA",48579
6037571102,"Lakewood, CA",48570
6037463300,"Pasadena, CA",48564
6111007904,"Simi Valley, CA",48544
6037128910,"Sherman Oaks, Los Angeles, CA",48539
6037574000,"Plaza, Long Beach, CA",48532
6065040701,"Norco, CA",48525
6037800102,"Topanga, CA",48463
6037132002,"Van Nuys, Los Angeles, CA",48458
6037300502,"Montrose, La Crescenta-Montrose, CA",48458
6059099251,"Fountain Valley, CA",48444
6037115201,"Northridge, Los Angeles, CA",48440
6037403406,"Valle Lindo, Walnut, CA",48408
6037503402,"East Whitter, Whittier, CA",48407
6059076206,"Orange, CA",48406
6059074110,"Morning Sunwood, Santa Ana, CA",48391
6037401002,"Glendora, CA",48362
6037577604,"Marina, Long Beach, CA",48347
6059110005,"Garden Grove, CA",48328
6111001601,"Ventura, CA",48324
6037480302,"Alhambra, CA",48319
6037551000,"Downey, CA",48299
6065047900,"Corona, CA",48297
6065040815,"Corona, CA",48286
6065042412,"Moreno Valley, CA",48248
6037550800,"Downey, CA",48235
6059099603,"Huntington Beach, CA",48177
6037400304,"Bonita, San Dimas, CA",48141
6037143300,"Studio City, Los Angeles, CA",48125
6037571900,"Bixby Knolls, Long Beach, CA",48116
6065041808,"Corona, CA",48078
6037503701,"Whittier, CA",48064
6037101400,"Tujunga, Los Angeles, CA",48061
6037139001,"Encino, Los Angeles, CA",48058
6037480102,"San Gabriel, CA",48041
6059099242,"Huntington Beach, CA",48025
6037102103,"Sun Valley, Los Angeles, CA",47989
6111001506,"Ventura, CA",47987
6071000403,"Chino, CA",47975
6111006800,"Thousand Oaks, CA",47962
6037650602,"Torrance, CA",47948
6059001301,"Los Nietos, La Habra, CA",47946
6059062621,"Laguna Hills, CA",47929
6037650800,"Park Plaza, Torrance, CA",47921
6037119700,"Panorama City, Los Angeles, CA",47919
6059099227,"Fountain Valley, CA",47917
6037572100,"Wrigley, Long Beach, CA",47904
6059086306,"Southeast Anaheim, Anaheim, CA",47900
6059099241,"Westminster, CA",47898
6037109800,"North Hills, Los Angeles, CA",47893
6037139200,"Encino, Los Angeles, CA",47832
6037503702,"Whittier, CA",47821
6037134101,"Winnetka, Los Angeles, CA",47752
6037463200,"Lamanda Park, Pasadena, CA",47750
6059052521,"Westpark, Irvine, CA",47750
6037702201,"Sunset Park, Santa Monica, CA",47749
6037194200,"Central LA, Los Angeles, CA",47742
6037481402,"San Gabriel, CA",47736
6037301203,"Verdugo Viejo, Glendale, CA",47719
6065041803,"Corona, CA",47707
6037217001,"Pico - Robertson, Los Angeles, CA",47671
6059063302,"East Side Costa Mesa, Costa Mesa, CA",47651
6111008202,"Simi Valley, CA",47614
6037570702,"Lakewood Mutual, Lakewood, CA",47606
6037400302,"Bonita, La Verne, CA",47596
6037401701,"Claremont, CA",47582
6037570002,"Lakewood, CA",47581
6037400900,"Glendora, CA",47560
6037430801,"Arcadia, CA",47553
6037503802,"La Mirada, CA",47550
6059099306,"Yorktown, Huntington Beach, CA",47543
6065040807,"Corona, CA",47535
6037302004,"Citrus Grove, Glendale, CA",47521
6037503301,"East Whitter, Whittier, CA",47493
6071002015,"Rancho Cucamonga, CA",47489
6111008303,"Simi Valley, CA",47488
6111002905,"Cabrillo, Oxnard, CA",47484
6037128602,"Van Nuys, Los Angeles, CA",47478
6059099307,"Huntington Beach, CA",47471
6037401102,"Glendora, CA",47462
6037186100,"Eagle Rock, Los Angeles, CA",47452
6037406402,"Walnut Valley, West Covina, CA",47450
6037431002,"Monrovia, CA",47424
6059099410,"Huntington Beach, CA",47400
6059062626,"University Town Center, Irvine, CA",47374
6065042004,"Riverside, CA",47371
6037482101,"Monterey Park, CA",47359
6037111201,"Granada Hills, Los Angeles, CA",47343
6037543603,"Harbor City, West Carson, CA",47340
6037408706,"Rowland Heights, CA",47339
6037551402,"Downey, CA",47324
6037134303,"Canoga Park, Los Angeles, CA",47318
6037570001,"Lakewood, CA",47311
6065040405,"Pedley, Riverside, CA",47299
6037113303,"Chatsworth, Los Angeles, CA",47288
6037134104,"Winnetka, Los Angeles, CA",47272
6065040615,"Eastvale, CA",47270
6071010024,"Hesperia, CA",47268
6037620701,"North Redondo, Redondo Beach, CA",47267
6059032054,"Rancho Santa Margarita, CA",47265
6037700200,"Central LA, West Hollywood, CA",47263
6059063903,"Costa Mesa, CA",47262
6059063904,"Mesa Del Mar, Costa Mesa, CA",47232
6037481605,"Alhambra, CA",47207
6059063102,"East Side Costa Mesa, Costa Mesa, CA",47197
6037481901,"Alhambra, CA",47194
6059032051,"Rancho Santa Margarita, CA",47190
6059088401,"Garden Grove, CA",47181
6037271702,"Palms, Los Angeles, CA",47169
6037401603,"Bonita, La Verne, CA",47161
6059021903,"Anaheim Hills, Anaheim, CA",47161
6065040902,"La Sierra, Riverside, CA",47118
6059032047,"Mission Viejo, CA",47076
6111002901,"Windsor North River Ridge, Oxnard, CA",47073
6111005304,"Camarillo, CA",47058
6059032011,"Silverado, CA",47044
6071001806,"Ontario, CA",47031
6037408722,"Rowland Heights, CA",47021
6065041909,"Corona, CA",47012
6037401500,"Bonita, La Verne, CA",46997
6037480400,"Alhambra, CA",46994
6059063201,"East Side Costa Mesa, Costa Mesa, CA",46958
6059021821,"Atwood, Placentia, CA",46947
6037267404,"Sawtelle, Los Angeles, CA",46941
6059099416,"Huntington Beach, CA",46939
6037101122,"Tujunga, Los Angeles, CA",46936
6059099405,"Huntington Beach, CA",46911
6037503201,"East Whitter, Whittier, CA",46896
6037267402,"West Los Angeles, Los Angeles, CA",46871
6037207102,"Central LA, Los Angeles, CA",46856
6059021826,"Yorba Linda, CA",46825
6037117302,"Northridge, Los Angeles, CA",46825
6037401203,"Charter Oak, Glendora, CA",46823
6059063301,"Downtown, Costa Mesa, CA",46809
6037277100,"Westchester, Los Angeles, CA",46796
6037311200,"Burbank, CA",46786
6037131701,"Reseda, Los Angeles, CA",46773
6037571400,"Lakewood Mutual, Lakewood, CA",46766
6037117301,"North Hills, Los Angeles, CA",46749
6037311100,"Burbank, CA",46744
6037481712,"Garvey, Monterey Park, CA",46742
6037403312,"Westmont, City of Industry, CA",46721
6037274100,"Venice, Marina del Rey, CA",46716
6037276603,"Playa del Rey, Los Angeles, CA",46671
6037128702,"Sherman Oaks, Los Angeles, CA",46659
6037191902,"Central LA, Los Angeles, CA",46651
6037132900,"Tarzana, Los Angeles, CA",46615
6037701402,"Wilshire Montana, Santa Monica, CA",46606
6037181600,"Northeast Los Angeles, Los Angeles, CA",46587
6059099235,"Huntington Beach, CA",46520
6071000401,"Chino, CA",46518
6037550602,"Downey, CA",46501
6037670001,"Lomita, CA",46501
6037430723,"Arcadia, CA",46494
6037109200,"Granada Hills, Los Angeles, CA",46493
6037701602,"Mid-City, Santa Monica, CA",46469
6037503801,"La Mirada, CA",46458
6037128801,"Sherman Oaks, Los Angeles, CA",46451
6037408135,"West Covina, CA",46444
6059088905,"Westminster, CA",46437
6037621324,"South Redondo, Redondo Beach, CA",46400
6071010902,"Cedar Glen, Lake Arrowhead, CA",46391
6065041403,"La Sierra South, Riverside, CA",46386
6037504002,"La Mirada, CA",46366
6065040616,"Corona, CA",46346
6065042716,"Canyon Lake, CA",46323
6037137103,"Woodland Hills, Los Angeles, CA",46305
6111001602,"Ventura, CA",46301
6037296402,"San Pedro, Los Angeles, CA",46297
6059001402,"La Habra, CA",46297
6059063905,"College Park, Costa Mesa, CA",46296
6059011708,"Fullerton, CA",46269
6065042214,"Moreno Valley, CA",46267
6037302103,"Citrus Grove, Glendale, CA",46252
6111005404,"Camarillo, CA",46248
6059052410,"Lake Forest, CA",46235
6059052411,"Lake Forest, CA",46201
6059088302,"Garden Grove, CA",46184
6037188300,"Atwater Village, Los Angeles, CA",46169
6059062627,"University Town Center, Irvine, CA",46155
6071001703,"Chino, CA",46138
6059011200,"Fullerton, CA",46137
6037117102,"North Hills, Los Angeles, CA",46134
6037481001,"Alhambra, CA",46101
6037501802,"Whittier, CA",46098
6071002035,"Rancho Cucamonga, CA",46089
6071009202,"Lytle Creek, CA",46085
6059099902,"Westminster, CA",46076
6037481604,"Alhambra, CA",46067
6037134901,"Reseda, Los Angeles, CA",46061
6037264102,"Brentwood, Los Angeles, CA",46058
6037103400,"Sunland-Tujunga, Los Angeles, CA",46036
6037310202,"Burbank, CA",46030
6059001903,"Fullerton, CA",46018
6037123301,"North Hollywood, Los Angeles, CA",46016
6111008001,"Simi Valley, CA",46001
6059099702,"Westminster, CA",45997
6065040806,"Norco, CA",45990
6037113321,"Chatsworth, Los Angeles, CA",45979
6037117303,"North Hills, Los Angeles, CA",45976
6037650300,"Northwest Torrance, Torrance, CA",45973
6059088904,"Westminster, CA",45970
6037406601,"Walnut Valley, West Covina, CA",45943
6037293306,"Harbor City, Los Angeles, CA",45939
6111005600,"Camarillo, CA",45938
6037572001,"Bixby Knolls, Long Beach, CA",45937
6065040613,"Eastvale, CA",45916
6059110607,"Buena Park, CA",45903
6037543604,"Carson, CA",45892
6065043007,"Corona, CA",45889
6037207103,"Central LA, Los Angeles, CA",45881
6071000504,"Chino, CA",45862
6037482702,"South Montebello, Monterey Park, CA",45858
6065042012,"Mission Grove, Riverside, CA",45857
6037433601,"Garvey, Rosemead, CA",45841
6059110203,"Buena Park, CA",45827
6037462600,"Pasadena, CA",45805
6065040611,"Corona, CA",45801
6037135113,"Woodland Hills, Los Angeles, CA",45785
6059011502,"Fullerton, CA",45776
6059075303,"Floral Park, Santa Ana, CA",45755
6037603702,"Lawndale, CA",45753
6111008002,"Simi Valley, CA",45721
6037408704,"Rowland Heights, CA",45719
6059087103,"Southwest Anaheim, Anaheim, CA",45714
6037109300,"Granada Hills, Los Angeles, CA",45707
6059088901,"Garden Grove, CA",45684
6037272100,"Mar Vista, Los Angeles, CA",45678
6065042717,"Menifee, CA",45675
6037302102,"Somerset, Glendale, CA",45672
6065042008,"Riverside, CA",45632
6065050900,"Canyon Crest, Riverside, CA",45629
6037183104,"Northeast Los Angeles, Los Angeles, CA",45611
6037481103,"San Gabriel, CA",45600
6059110401,"Buena Park, CA",45571
6059063803,"Mesa Verde, Costa Mesa, CA",45568
6059075812,"Orange, CA",45565
6037650605,"Delthorne, Torrance, CA",45541
6037480600,"South Pasadena, CA",45531
6059110302,"Buena Park, CA",45523
6037406412,"Walnut Valley, West Covina, CA",45519
6071010017,"Hesperia, CA",45512
6059063902,"Costa Mesa, CA",45501
6037189102,"Central LA, Los Angeles, CA",45476
6065040302,"Rubidoux, Riverside, CA",45470
6037554900,"Artesia, CA",45467
6037550700,"Downey, CA",45460
6071002027,"Rancho Cucamonga, CA",45443
6037406800,"Walnut Valley, West Covina, CA",45435
6037267502,"West Los Angeles, Los Angeles, CA",45411
6037186202,"Northeast Los Angeles, Los Angeles, CA",45410
6037432500,"El Monte City, El Monte, CA",45402
6037137502,"Woodland Hills, Los Angeles, CA",45386
6037620522,"North Redondo, Redondo Beach, CA",45380
6059110303,"Buena Park, CA",45379
6059011101,"Fullerton, CA",45376
6037117404,"North Hills, Los Angeles, CA",45343
6037119001,"Pacoima, Los Angeles, CA",45316
6059063908,"Costa Mesa, CA",45315
6065041809,"Corona, CA",45315
6059052426,"Portola Springs, Trabuco Canyon, CA",45314
6037134103,"Canoga Park, Los Angeles, CA",45310
6111008201,"Simi Valley, CA",45308
6037125502,"North Hollywood, Los Angeles, CA",45302
6059075405,"Santa Ana, CA",45301
6037408723,"Rowland Heights, CA",45296
6037650901,"Old Town Torrance, Torrance, CA",45282
6037301702,"Vineyard, Glendale, CA",45274
6059086902,"Southwest Anaheim, Anaheim, CA",45269
6037621400,"South Redondo, Redondo Beach, CA",45255
6037480303,"Alhambra, CA",45235
6111006100,"Newbury Park, Thousand Oaks, CA",45221
6037214000,"Central LA, Los Angeles, CA",45205
6059088105,"Garden Grove, CA",45172
6059011504,"Fullerton, CA",45171
6037106510,"Sylmar, Los Angeles, CA",45169
6059088002,"Garden Grove, CA",45166
6065042715,"Lake Elsinore, CA",45153
6065048200,"Corona, CA",45151
6071002023,"Rancho Cucamonga, CA",45121
6037503901,"La Mirada, CA",45113
6071007110,"Colton, CA",45048
6111003609,"Channel Islands, Oxnard, CA",45020
6059087701,"Southwest Anaheim, Anaheim, CA",45019
6071002037,"West End, Fontana, CA",45003
6037702202,"Sunset Park, Santa Monica, CA",44985
6037408005,"Walnut Valley, West Covina, CA",44979
6037302003,"Citrus Grove, Glendale, CA",44967
6037111100,"Granada Hills, Los Angeles, CA",44962
6065042005,"Riverside, CA",44958
6059110014,"Los Alamitos, CA",44945
6037123700,"North Hollywood, Los Angeles, CA",44937
6071004504,"Verdemont, San Bernardino, CA",44919
6037123800,"North Hollywood, Los Angeles, CA",44918
6071000603,"Chino, CA",44917
6059088201,"Garden Grove, CA",44894
6037133100,"Tarzana, Los Angeles, CA",44888
6059075806,"Orange, CA",44888
6037503902,"La Mirada, CA",44885
6111001201,"Ventura, CA",44863
6111004711,"College Estates, Oxnard, CA",44851
6071000501,"Chino, CA",44846
6059088203,"Garden Grove, CA",44827
6037554600,"Norwalk, CA",44820
6037621201,"South Redondo, Redondo Beach, CA",44806
6037432901,"Rosemead, CA",44776
6037197700,"Echo Park, Los Angeles, CA",44774
6037301502,"Grandview, Glendale, CA",44771
6037503502,"East Whitter, Whittier, CA",44766
6037620201,"Manhattan Beach, CA",44752
6071000404,"Chino, CA",44747
6037462900,"Pasadena, CA",44747
6071002010,"Hunter's Ridge, Fontana, CA",44746
6037481002,"Alhambra, CA",44724
6071002038,"West End, Fontana, CA",44720
6037650604,"Delthorne, Torrance, CA",44713
6037463500,"Pasadena, CA",44708
6037195100,"Silver Lake, Los Angeles, CA",44708
6037406101,"Covina, CA",44660
6037431501,"El Monte City, Temple City, CA",44648
6037702102,"Ocean Park, Santa Monica, CA",44630
6037603703,"Hawthorne, CA",44601
6059086406,"Northeast Anaheim, Anaheim, CA",44600
6037265303,"Westwood, Los Angeles, CA",44592
6037275101,"Culver City, CA",44553
6059099905,"Westminster, CA",44537
6037106646,"Granada Hills, Los Angeles, CA",44529
6037216401,"Central LA, Los Angeles, CA",44526
6059075816,"Orange, CA",44517
6037702802,"McLaughlin, Los Angeles, CA",44510
6059087601,"Hermosa Village, Anaheim, CA",44492
6111008004,"Simi Valley, CA",44472
6111006500,"Thousand Oaks, CA",44468
6065042213,"University, Riverside, CA",44449
6037702501,"Carlson Park, Culver City, CA",44424
6037123601,"Valley Glen, Los Angeles, CA",44411
6037401602,"Bonita, La Verne, CA",44410
6037463602,"Pasadena, CA",44410
6037480304,"Alhambra, CA",44408
6059062611,"Rancho San Joaquin, Irvine, CA",44403
6037403902,"Glendora, CA",44398
6037482800,"South Montebello, Monterey Park, CA",44392
6037195202,"Central LA, Los Angeles, CA",44382
6037302301,"Moorpark, Glendale, CA",44377
6037267700,"Sawtelle, Los Angeles, CA",44362
6059011712,"Placentia, CA",44354
6037119900,"Panorama City, Los Angeles, CA",44345
6037271701,"Palms, Los Angeles, CA",44344
6059063101,"Newport Beach, CA",44335
6037106111,"Sylmar, Los Angeles, CA",44329
6037543602,"Torrance, CA",44316
6065042007,"Perris, CA",44313
6037482201,"Monterey Park, CA",44312
6059076205,"Orange, CA",44309
6059099803,"Westminster, CA",44283
6037271902,"Mar Vista, Los Angeles, CA",44261
6037702901,"Marina del Rey, CA",44258
6037432202,"Rosemead, CA",44252
6037311300,"Burbank, CA",44243
6059011714,"Northeast Anaheim, Anaheim, CA",44225
6071010802,"Crestline, CA",44214
6037403802,"Charter Oak, Covina, CA",44209
6037192002,"Central LA, Los Angeles, CA",44195
6065042206,"Canyon Crest, Riverside, CA",44192
6065041812,"Corona, CA",44171
6059099214,"Huntington Beach, CA",44171
6037131200,"Northridge, Los Angeles, CA",44145
6037113422,"Canoga Park, Los Angeles, CA",44132
6037188201,"Central LA, Los Angeles, CA",44118
6037212702,"Central LA, Los Angeles, CA",44101
6059099508,"Huntington Beach, CA",44092
6037570701,"Lakewood Mutual, Lakewood, CA",44086
6059088001,"Garden Grove, CA",44084
6037189800,"Central LA, Los Angeles, CA",44074
6037408212,"Rowland Heights, CA",44068
6059088602,"Garden Grove, CA",44036
6111000303,"Fillmore, CA",44023
6037293302,"Harbor City, Los Angeles, CA",43989
6071007106,"Grand Terrace, CA",43987
6059086304,"Southeast Anaheim, Anaheim, CA",43984
6037650902,"Old Town Torrance, Torrance, CA",43960
6037310800,"Burbank, CA",43952
6037111301,"Granada Hills, Los Angeles, CA",43948
6037603500,"Gardena, CA",43930
6037702801,"Clarkdale, Culver City, CA",43900
6037405702,"Covina, CA",43898
6037132502,"Reseda, Los Angeles, CA",43892
6037401311,"Bonita, San Dimas, CA",43853
6059088107,"Garden Grove, CA",43847
6059001401,"La Habra, CA",43840
6037408006,"West Covina, CA",43837
6065040814,"Corona, CA",43818
6111005502,"Camarillo, CA",43817
6037980031,"San Pedro, Los Angeles, CA",43777
6037461300,"Pasadena, CA",43737
6037482402,"Garvey, Rosemead, CA",43725
6059099701,"Midway City, CA",43724
6037620521,"North Redondo, Redondo Beach, CA",43723
6059075805,"Orange, CA",43721
6037115401,"Northridge, Los Angeles, CA",43719
6037480803,"Alhambra, CA",43698
6059086803,"Northwest Anaheim, Anaheim, CA",43697
6037117101,"North Hills, Los Angeles, CA",43691
6065040821,"Corona, CA",43679
6037217002,"Central LA, Los Angeles, CA",43679
6065031702,"Arlington South, Riverside, CA",43668
6071000812,"Rancho Cucamonga, CA",43668
6037463400,"Pasadena, CA",43655
6037183222,"Northeast Los Angeles, Los Angeles, CA",43653
6071002028,"Rancho Cucamonga, CA",43606
6059063603,"Newport Beach, CA",43604
6065031703,"Arlington South, Riverside, CA",43597
6059088802,"Garden Grove, CA",43587
6037141201,"Sherman Oaks, Los Angeles, CA",43587
6059088501,"Garden Grove, CA",43583
6037406000,"Covina, CA",43569
6065041702,"Corona, CA",43559
6065040816,"Corona, CA",43538
6037480901,"Alhambra, CA",43538
6111001301,"Ventura, CA",43532
6037141303,"Sherman Oaks, Los Angeles, CA",43529
6037408401,"La Puente, CA",43526
6037211704,"Central LA, Los Angeles, CA",43514
6037501300,"Whittier, CA",43501
6071012700,"Ontario, CA",43500
6037271901,"Mar Vista, Los Angeles, CA",43487
6037403801,"Charter Oak, Covina, CA",43474
6111000800,"Santa Paula, CA",43471
6059063807,"Mesa Verde, Costa Mesa, CA",43470
6071002016,"Rancho Cucamonga, CA",43460
6059074111,"Thorton Park, Santa Ana, CA",43459
6059074004,"Sandpointe, Santa Ana, CA",43458
6037181400,"Northeast Los Angeles, Los Angeles, CA",43447
6059088106,"Stanton, CA",43396
6037123902,"North Hollywood, Los Angeles, CA",43393
6071002034,"Rancho Cucamonga, CA",43386
6037115103,"Northridge, Los Angeles, CA",43383
