"tract","Name","Household_Income_rP_gP_pall"
6037552602,"Norwalk, CA",43383
6059001504,"Brea, CA",43367
6037121210,"Sun Valley, Los Angeles, CA",43361
6065041406,"La Sierra, Riverside, CA",43349
6059001901,"Fullerton, CA",43341
6071001704,"Ontario, CA",43331
6037551502,"Downey, CA",43327
6037482301,"Garvey, San Gabriel, CA",43316
6065041904,"Corona, CA",43307
6037187300,"Silver Lake, Los Angeles, CA",43289
6037143603,"North Hollywood, Los Angeles, CA",43279
6065040813,"Norco, CA",43267
6037550400,"Downey, CA",43262
6037462202,"Pasadena, CA",43259
6037311600,"Burbank, CA",43255
6037572202,"Wrigley, Long Beach, CA",43254
6037408133,"West Covina, CA",43203
6059110201,"Buena Park, CA",43201
6037408631,"La Puente, CA",43197
6037543903,"Carson, CA",43171
6037433101,"El Monte City, El Monte, CA",43168
6065040809,"Corona, CA",43166
6065040404,"Pedley, Riverside, CA",43165
6037461400,"Pasadena, CA",43156
6037405600,"West Covina, CA",43151
6111003612,"Hollywood, Oxnard, CA",43151
6037405500,"West Covina, CA",43126
6059075505,"Tustin, CA",43115
6037197200,"Echo Park, Los Angeles, CA",43105
6059076202,"Orange, CA",43100
6059086801,"Buena Park, CA",43089
6037480903,"Alhambra, CA",43071
6059011722,"Northeast Anaheim, Anaheim, CA",43069
6037301802,"Vineyard, Glendale, CA",43020
6037111400,"Granada Hills, Los Angeles, CA",43008
6037543801,"Carson, CA",42988
6059075401,"Park Santiago, Santa Ana, CA",42984
6059087002,"Southwest Anaheim, Anaheim, CA",42978
6037551501,"Downey, CA",42970
6037430002,"Duarte, CA",42966
6037530006,"South Montebello, Montebello, CA",42955
6071002036,"Rancho Cucamonga, CA",42952
6111001507,"Ventura, CA",42950
6037408302,"Whittier, CA",42949
6037187101,"Atwater Village, Los Angeles, CA",42939
6037543703,"Carson, CA",42933
6059087602,"Hermosa Village, Anaheim, CA",42922
6071001808,"Ontario, CA",42919
6037575001,"Circle Area, Long Beach, CA",42918
6065040202,"Rubidoux, Riverside, CA",42904
6111004901,"East Village, Oxnard, CA",42903
6037135111,"Woodland Hills, Los Angeles, CA",42899
6059088801,"Garden Grove, CA",42897
6037700501,"Central LA, West Hollywood, CA",42894
6037530004,"South Montebello, Montebello, CA",42886
6071004509,"Cajon, San Bernardino, CA",42885
6059001902,"Fullerton, CA",42885
6059021913,"Orange, CA",42885
6037109100,"Mission Hills, Los Angeles, CA",42884
6037480804,"Alhambra, CA",42874
6059075507,"Tustin, CA",42861
6037267600,"Sawtelle, Los Angeles, CA",42843
6037275311,"Los Angeles, CA",42826
6037275602,"Westchester, Los Angeles, CA",42798
6037406200,"Covina, CA",42787
6065043009,"Lake Elsinore, CA",42778
6037408303,"Whittier, CA",42775
6037214800,"Beverly Grove, Los Angeles, CA",42773
6065040812,"Norco, CA",42769
6037109603,"Mission Hills, Los Angeles, CA",42767
6037431400,"Arcadia, CA",42759
6059088903,"Garden Grove, CA",42749
6037403721,"Covina, CA",42749
6037406701,"Walnut Valley, West Covina, CA",42738
6037670100,"Lomita, CA",42698
6065040402,"Pedley, Riverside, CA",42670
6037302002,"Downtown, Glendale, CA",42650
6037192410,"Central LA, Los Angeles, CA",42642
6037297602,"San Pedro, Los Angeles, CA",42637
6037265305,"Westwood, Los Angeles, CA",42634
6037103101,"Sunland-Tujunga, Los Angeles, CA",42622
6037139502,"Encino, Los Angeles, CA",42618
6111001503,"Ventura, CA",42588
6065042212,"Moreno Valley, CA",42586
6037143604,"Studio City, Los Angeles, CA",42564
6071000808,"Upland, CA",42563
6059099904,"Westminster, CA",42563
6065046405,"Wildomar, CA",42560
6037186201,"Northeast Los Angeles, Los Angeles, CA",42547
6037185204,"Northeast Los Angeles, Los Angeles, CA",42545
6037310900,"Burbank, CA",42544
6037432300,"El Monte City, El Monte, CA",42523
6037302504,"Mariposa, Glendale, CA",42522
6037113235,"Los Angeles County, CA",42520
6065040609,"Eastvale, CA",42520
6037211703,"Central LA, Los Angeles, CA",42518
6037183401,"Northeast Los Angeles, Los Angeles, CA",42515
6065041404,"La Sierra South, Riverside, CA",42480
6059011403,"Fullerton, CA",42470
6037432602,"El Monte City, El Monte, CA",42470
6111007800,"Simi Valley, CA",42460
6037577100,"Belmont Heights, Long Beach, CA",42450
6059086407,"Northeast Anaheim, Anaheim, CA",42445
6059076000,"Orange, CA",42426
6037211420,"Central LA, Los Angeles, CA",42425
6059001801,"Fullerton, CA",42412
6037573403,"Long Beach, CA",42408
6037670003,"Lomita, CA",42408
6037482304,"Garvey, Rosemead, CA",42402
6037670002,"Lomita, CA",42402
6037405302,"Walnut Valley, West Covina, CA",42398
6037576700,"Bluff Park, Long Beach, CA",42393
6037103200,"Sunland-Tujunga, Los Angeles, CA",42379
6037310703,"Burbank, CA",42364
6059063601,"Westside Costa Mesa, Costa Mesa, CA",42353
6059099202,"Riverview West, Santa Ana, CA",42339
6065042513,"Moreno Valley, CA",42334
6037543601,"Carson, CA",42334
6065041405,"La Sierra South, Riverside, CA",42328
6037143100,"Toluca Lake, Los Angeles, CA",42323
6037109604,"Mission Hills, Los Angeles, CA",42304
6037297202,"San Pedro, Los Angeles, CA",42302
6065031704,"Presidential Park, Riverside, CA",42295
6037131300,"Reseda, Los Angeles, CA",42290
6037482503,"Garvey, Rosemead, CA",42275
6037408630,"La Puente, CA",42272
6037555103,"Lakewood, CA",42265
6037273902,"Venice, Los Angeles, CA",42265
6037502801,"Santa Fe Springs, CA",42248
6037480802,"Alhambra, CA",42243
6037603600,"Gardena, CA",42238
6037550601,"Downey, CA",42232
6071010803,"Crestline, CA",42220
6037407400,"Walnut Valley, West Covina, CA",42216
6037503501,"East Whitter, Whittier, CA",42215
6065042410,"Moreno Valley, CA",42203
6037106020,"Sylmar, Los Angeles, CA",42194
6037133000,"Reseda, Los Angeles, CA",42182
6071000113,"Los Serranos, Chino Hills, CA",42169
6037201302,"Northeast Los Angeles, Los Angeles, CA",42145
6065030700,"Wood Streets, Riverside, CA",42140
6059099903,"Westminster, CA",42112
6037553100,"Bellflower, CA",42078
6037482701,"South Montebello, Monterey Park, CA",42064
6037302202,"Mariposa, Glendale, CA",42061
6037115404,"Northridge, Los Angeles, CA",42047
6037310702,"Burbank, CA",42046
6037550902,"Downey, CA",42042
6059110202,"Southwest Anaheim, Buena Park, CA",42017
6037402002,"Claremont, CA",42010
6059011000,"Fullerton, CA",42000
6037551800,"Downey, CA",41991
6037201601,"Northeast Los Angeles, Los Angeles, CA",41988
6071004510,"San Bernardino, CA",41974
6111007100,"Thousand Oaks, CA",41964
6037403901,"Glendora, CA",41947
6037503302,"East Whitter, Whittier, CA",41946
6037434004,"El Monte, CA",41933
6037482303,"Garvey, Rosemead, CA",41913
6037481102,"San Gabriel, CA",41880
6037134905,"Woodland Hills, Los Angeles, CA",41877
6071001809,"Ontario, CA",41853
6037115202,"Northridge, Los Angeles, CA",41845
6037275400,"Los Angeles, CA",41842
6037302104,"Citrus Grove, Glendale, CA",41837
6059088902,"Garden Grove, CA",41834
6037543701,"Carson, CA",41817
6037139303,"Tarzana, Los Angeles, CA",41813
6111004305,"Port Hueneme, CA",41811
6037125200,"North Hollywood, Los Angeles, CA",41804
6071001906,"Ontario, CA",41799
6059099510,"Leisure World, Seal Beach, CA",41797
6037502402,"El Rancho, Pico Rivera, CA",41797
6037555001,"Lakewood, CA",41772
6065030800,"Grand, Riverside, CA",41771
6059087001,"Southwest Anaheim, Anaheim, CA",41765
6071001804,"Ontario, CA",41762
6111008005,"Simi Valley, CA",41759
6111004600,"Port Hueneme, CA",41742
6037407900,"La Puente, CA",41739
6037572700,"Lower Westside, Long Beach, CA",41719
6071001311,"Rancho Cucamonga, CA",41711
6037135201,"West Hills, Los Angeles, CA",41709
6037125100,"Valley Village, Los Angeles, CA",41704
6037275302,"Marina del Rey, CA",41695
6037554201,"Bellflower, CA",41687
6037701100,"West Los Angeles, Los Angeles, CA",41677
6037186404,"Glassell Park, Los Angeles, CA",41671
6037132101,"Van Nuys, Los Angeles, CA",41670
6037189600,"Central LA, Los Angeles, CA",41667
6037603301,"Gardena, CA",41644
6037702502,"Culver City, CA",41642
6037481902,"Alhambra, CA",41622
6037115403,"Northridge, Los Angeles, CA",41620
6059088701,"Garden Grove, CA",41611
6037553200,"Bellflower, CA",41611
6037702002,"Ocean Park, Santa Monica, CA",41609
6037502401,"El Rancho, Pico Rivera, CA",41605
6059099601,"Westminster, CA",41605
6071000823,"Upland, CA",41604
6037121010,"Sun Valley, Los Angeles, CA",41601
6111003605,"Via Marina, Oxnard, CA",41585
6059087505,"Hermosa Village, Anaheim, CA",41575
6071002206,"Ontario, CA",41571
6037181500,"Northeast Los Angeles, Los Angeles, CA",41571
6037109601,"Mission Hills, Los Angeles, CA",41562
6037128500,"Sherman Oaks, Los Angeles, CA",41561
6037571503,"Bixby North, Long Beach, CA",41558
6037186302,"Glassell Park, Los Angeles, CA",41551
6037293201,"Harbor, Torrance, CA",41549
6037123420,"North Hollywood, Los Angeles, CA",41540
6059075513,"Tustin, CA",41539
6037189101,"Central LA, Los Angeles, CA",41519
6037406500,"Walnut Valley, West Covina, CA",41489
6037482521,"South Montebello, Rosemead, CA",41483
6037103102,"Sunland-Tujunga, Los Angeles, CA",41475
6037572002,"Bixby Knolls, Long Beach, CA",41473
6037212420,"Central LA, Los Angeles, CA",41472
6037273100,"Venice, Los Angeles, CA",41462
6111002800,"Ventura, CA",41457
6037462800,"Lamanda Park, Pasadena, CA",41447
6037132001,"Van Nuys, Los Angeles, CA",41445
6037109700,"Granada Hills, Los Angeles, CA",41438
6037402001,"Claremont, CA",41437
6065040808,"Corona, CA",41433
6037212701,"Central LA, Los Angeles, CA",41432
6059086303,"Southeast Anaheim, Anaheim, CA",41425
6037134002,"Canoga Park, Los Angeles, CA",41415
6059099502,"Seal Beach, CA",41404
6059086802,"Northwest Anaheim, Anaheim, CA",41399
6065031001,"Magnolia Center, Riverside, CA",41393
6065040703,"Norco, CA",41390
6037186203,"Northeast Los Angeles, Los Angeles, CA",41384
6037216100,"Central LA, Los Angeles, CA",41371
6037554001,"Bellflower, CA",41370
6037187102,"Atwater Village, Los Angeles, CA",41368
6037132300,"Reseda, Los Angeles, CA",41351
6037550000,"Norwalk, CA",41326
6059001802,"Fullerton, CA",41325
6071001702,"Ontario, CA",41325
6037106649,"Sylmar, Los Angeles, CA",41314
6037183702,"Northeast Los Angeles, Los Angeles, CA",41301
6037272301,"Mar Vista, Los Angeles, CA",41297
6037650003,"Northwest Torrance, Torrance, CA",41292
6037405900,"Covina, CA",41288
6037120300,"Panorama City, Los Angeles, CA",41278
6037571504,"Bixby Knolls, Long Beach, CA",41278
6037574902,"Circle Area, Long Beach, CA",41275
6059089107,"Santa Ana, CA",41273
6037543501,"Carson, CA",41267
6037408136,"West Covina, CA",41265
6037408211,"Rowland Heights, CA",41256
6037555104,"Lakewood, CA",41249
6037123103,"North Hollywood, Los Angeles, CA",41241
6059088601,"Garden Grove, CA",41233
6037433307,"El Monte, CA",41218
6037131100,"Lake Balboa, Los Angeles, CA",41205
6071000503,"Chino, CA",41200
6071000604,"Chino, CA",41196
6059087105,"Southwest Anaheim, Anaheim, CA",41158
6037131400,"Reseda, Los Angeles, CA",41152
6059088301,"Garden Grove, CA",41148
6037405701,"Covina, CA",41137
6059099801,"Westminster, CA",41125
6037701502,"Downtown, Santa Monica, CA",41121
6059087703,"West Anaheim, Anaheim, CA",41117
6037620601,"North Redondo, Redondo Beach, CA",41115
6037800330,"Agoura Hills, CA",41115
6037121600,"North Hollywood, Los Angeles, CA",41107
6059087101,"Southwest Anaheim, Anaheim, CA",41104
6037481202,"San Gabriel, CA",41102
6037573401,"Signal Hill, CA",41092
6037554203,"Bellflower, CA",41080
6059075902,"Orange, CA",41078
6065042210,"University, Riverside, CA",41057
6037212102,"Central LA, Los Angeles, CA",41046
6037400604,"Azusa, CA",41037
6037533106,"Huntington Park, CA",41027
6037702400,"Lucerne - Higuera, Culver City, CA",41022
6037278001,"Westchester, Los Angeles, CA",41009
6037131600,"Reseda, Los Angeles, CA",40983
6037480902,"Alhambra, CA",40980
6037550500,"Downey, CA",40977
6037269907,"Palms, Los Angeles, CA",40972
6059001103,"Los Nietos, La Habra, CA",40971
6065041905,"Corona, CA",40965
6037502500,"El Rancho, Pico Rivera, CA",40960
6037123602,"Van Nuys, Los Angeles, CA",40935
6111000702,"Santa Paula, CA",40933
6037405203,"Baldwin Park, CA",40915
6059075302,"Riverview, Santa Ana, CA",40914
6037189500,"Central LA, Los Angeles, CA",40914
6059075403,"Santa Ana, CA",40909
6059088702,"Garden Grove, CA",40908
6037121802,"North Hollywood, Los Angeles, CA",40899
6059075301,"Morrison / Eldridge Park, Santa Ana, CA",40880
6059099212,"Newland, Huntington Beach, CA",40873
6037128400,"Van Nuys, Los Angeles, CA",40853
6037554103,"Bellflower, CA",40847
6111007000,"Thousand Oaks, CA",40845
6037502005,"East Whitter, Whittier, CA",40838
6059110110,"Cypress, CA",40838
6037216800,"Central LA, Los Angeles, CA",40835
6037199120,"Montecito Heights, Los Angeles, CA",40835
6037134201,"Canoga Park, Los Angeles, CA",40822
6037536102,"South Gate, CA",40816
6059021813,"Anaheim Hills, Anaheim, CA",40812
6037302201,"Citrus Grove, Glendale, CA",40810
6065041301,"La Sierra Acres, Riverside, CA",40782
6037127104,"Van Nuys, Los Angeles, CA",40781
6059110402,"Buena Park, CA",40772
6071002103,"Rancho Cucamonga, CA",40749
6065040201,"Rubidoux, Riverside, CA",40748
6059086701,"Northwest Anaheim, Anaheim, CA",40743
6037189904,"Central LA, Los Angeles, CA",40741
6111003013,"South Bank, Oxnard, CA",40734
6037273402,"Venice, Los Angeles, CA",40724
6037402200,"Westmont, Pomona, CA",40686
6037407702,"La Puente, CA",40680
6037131702,"Reseda, Los Angeles, CA",40670
6037553300,"Bellflower, CA",40666
6037501002,"Whittier, CA",40664
6111004704,"Oxnard, CA",40649
6059086702,"Northwest Anaheim, Anaheim, CA",40647
6071001104,"Ontario, CA",40647
6059087200,"Northwest Anaheim, Anaheim, CA",40644
6071000205,"Montclair, CA",40637
6065041910,"Corona, CA",40614
6037131800,"Reseda, Los Angeles, CA",40613
6065031200,"Victoria, Riverside, CA",40606
6037552002,"Norwalk, CA",40592
6037134904,"Canoga Park, Los Angeles, CA",40578
6037405400,"Covina, CA",40563
6037552900,"Norwalk, CA",40556
6037125402,"North Hollywood, Los Angeles, CA",40549
6037500403,"El Rancho, Pico Rivera, CA",40544
6059075815,"Orange, CA",40544
6059011102,"Fullerton, CA",40538
6037621204,"South Redondo, Redondo Beach, CA",40535
6037134720,"Winnetka, Los Angeles, CA",40533
6037195201,"Central LA, Los Angeles, CA",40533
6037543306,"Carson, CA",40513
6037543702,"Carson, CA",40511
6037543502,"Torrance, CA",40505
6037404902,"Baldwin Park, CA",40501
6037124201,"North Hollywood, Los Angeles, CA",40495
6111003608,"Sea Air, Oxnard, CA",40494
6111007700,"Simi Valley, CA",40493
6037195300,"Central LA, Los Angeles, CA",40479
6037267300,"West Los Angeles, Los Angeles, CA",40464
6037211803,"Central LA, Los Angeles, CA",40442
6037407301,"La Puente, CA",40426
6037543802,"Carson, CA",40416
6037106010,"Sylmar, Los Angeles, CA",40416
6037297601,"San Pedro, Los Angeles, CA",40409
6037275603,"Culver City, CA",40396
6059075512,"Tustin, CA",40395
6065041911,"Corona, CA",40392
6037551700,"Downey, CA",40392
6037432401,"El Monte City, El Monte, CA",40375
6037408003,"Walnut Valley, West Covina, CA",40369
6037551401,"Downey, CA",40359
6037139401,"Tarzana, Los Angeles, CA",40347
6071002305,"Rancho Fontana, Fontana, CA",40340
6111003300,"Carriage Square, Oxnard, CA",40340
6037195500,"Silver Lake, Los Angeles, CA",40323
6037106112,"Sylmar, Los Angeles, CA",40317
6037132700,"Reseda, Los Angeles, CA",40303
6037311801,"Burbank, CA",40293
6065041004,"Arlanza, Riverside, CA",40291
6037271801,"Palms, Los Angeles, CA",40271
6037603101,"Gardena, CA",40241
6037406102,"Covina, CA",40236
6059086301,"Southeast Anaheim, Anaheim, CA",40235
6037119800,"Pacoima, Los Angeles, CA",40232
6037139302,"Tarzana, Los Angeles, CA",40224
6037201402,"Northeast Los Angeles, Los Angeles, CA",40207
6065046403,"Lake Elsinore, CA",40187
6037123510,"Van Nuys, Los Angeles, CA",40180
6037552100,"Norwalk, CA",40170
6059001404,"La Habra, CA",40159
6037550202,"Norwalk, CA",40155
6037602301,"Hawthorne, CA",40143
6037534501,"Huntington Park, CA",40142
6037101220,"Tujunga, Los Angeles, CA",40126
6037571502,"Bixby North, Long Beach, CA",40123
6037553000,"Norwalk, CA",40119
6037554101,"Bellflower, CA",40119
6037269800,"Castle Heights, Los Angeles, CA",40113
6037294200,"Wilmington, Los Angeles, CA",40106
6037433602,"Garvey, Rosemead, CA",40090
6059075515,"Tustin, CA",40081
6037463101,"Pasadena, CA",40078
6059075901,"Orange, CA",40042
6037401901,"Claremont, CA",40033
6037552800,"Norwalk, CA",40030
6065042506,"Moreno Valley, CA",40030
6037502200,"Whittier, CA",40029
6037572600,"West Side, Long Beach, CA",40018
6037143200,"West Toluca Lake, Los Angeles, CA",39984
6037185100,"Mount Washington, Los Angeles, CA",39967
6071000304,"Ontario, CA",39964
6037551202,"Downey, CA",39964
6037212610,"Central LA, Los Angeles, CA",39938
6037502901,"East Whitter, Whittier, CA",39936
6059099411,"Huntington Beach, CA",39934
6071002704,"Rialto, CA",39934
6037302503,"Mariposa, Glendale, CA",39928
6059087805,"Southwest Anaheim, Anaheim, CA",39920
6037572201,"Wrigley, Long Beach, CA",39917
6037701701,"Mid-City, Santa Monica, CA",39907
6037408137,"West Covina, CA",39895
6037502601,"El Rancho, Pico Rivera, CA",39892
6037408004,"West Covina, CA",39887
6037121102,"Sun Valley, Los Angeles, CA",39871
6059099802,"Westminster, CA",39869
6037550201,"Norwalk, CA",39865
6037502602,"El Rancho, Pico Rivera, CA",39843
6037199800,"Northeast Los Angeles, Los Angeles, CA",39837
6059074107,"South Coast Metro, Santa Ana, CA",39834
6037551201,"Downey, CA",39830
6037407302,"La Puente, CA",39809
6111004710,"Terrace Estates, Oxnard, CA",39793
6037302506,"Adams Hill, Glendale, CA",39791
6059011711,"Fullerton, CA",39787
6037106113,"Sylmar, Los Angeles, CA",39778
6037214400,"Central LA, Los Angeles, CA",39767
6037213100,"Central LA, Los Angeles, CA",39755
6037206010,"Central LA, Los Angeles, CA",39753
6037301602,"Riverside Rancho, Glendale, CA",39747
6037273800,"Venice, Los Angeles, CA",39742
6037191820,"Central LA, Los Angeles, CA",39728
6071000207,"Montclair, CA",39709
6111007606,"Moorpark, CA",39705
6059087106,"Southwest Anaheim, Anaheim, CA",39703
6071005100,"San Bernardino, CA",39680
6037195600,"Los Angeles, CA",39675
6037301601,"Grandview, Glendale, CA",39669
6065043008,"Lake Elsinore, CA",39669
6037294110,"Wilmington, Los Angeles, CA",39663
6037113421,"Canoga Park, Los Angeles, CA",39627
6037183402,"Northeast Los Angeles, Los Angeles, CA",39625
6037199300,"Montecito Heights, Los Angeles, CA",39625
6037194401,"Beverly Grove, Los Angeles, CA",39625
6037462700,"Mid Central, Pasadena, CA",39619
6037102107,"Sun Valley, Los Angeles, CA",39599
6071000826,"Upland, CA",39590
6037576001,"Downtown, Long Beach, CA",39589
6037482401,"Garvey, Rosemead, CA",39585
6059074103,"Bristol Manor, Santa Ana, CA",39576
6037406902,"Bassett, West Puente Valley, CA",39573
6037500800,"El Rancho, Pico Rivera, CA",39569
6037530102,"South Montebello, Montebello, CA",39566
6037575500,"Lower Westside, Long Beach, CA",39564
6071002901,"Fontana, CA",39560
6059089102,"Garden Grove, CA",39555
6037101110,"Tujunga, Los Angeles, CA",39544
6037214501,"Central LA, Los Angeles, CA",39544
6037120105,"Panorama City, Los Angeles, CA",39536
6037214503,"Central LA, Los Angeles, CA",39534
6111004716,"Lemonwood Eastmont, Oxnard, CA",39533
6071003200,"Fontana, CA",39532
6059088502,"Anaheim Resort, Garden Grove, CA",39522
6037602402,"Hawthorne, CA",39519
6071004601,"Hudson, San Bernardino, CA",39511
6037400603,"Azusa, CA",39491
6071002304,"California Landings, Fontana, CA",39469
6037293307,"Harbor City, Los Angeles, CA",39465
6071001707,"Ontario, CA",39460
6071003603,"Rialto, CA",39452
6059001201,"La Habra, CA",39443
6071001200,"Ontario, CA",39440
6071002602,"Southridge Village, Fontana, CA",39437
6065040702,"Norco, CA",39429
6037433102,"El Monte City, El Monte, CA",39425
6065042406,"Moreno Valley, CA",39423
6037461902,"Pasadena, CA",39416
6037212800,"Central LA, Los Angeles, CA",39402
6037406602,"Walnut Valley, West Covina, CA",39400
6037296902,"San Pedro, Los Angeles, CA",39398
6037122000,"North Hollywood, Los Angeles, CA",39385
6065042514,"Moreno Valley, CA",39382
6037128802,"Sherman Oaks, Los Angeles, CA",39380
6037119400,"Arleta, Los Angeles, CA",39380
6037503202,"East Whitter, Whittier, CA",39379
6037533502,"Huntington Park, CA",39374
6037700101,"Central LA, West Hollywood, CA",39365
6065041412,"Riverside, CA",39365
6037192510,"Central LA, Los Angeles, CA",39361
6071000824,"Upland, CA",39355
6059087102,"Northwest Anaheim, Anaheim, CA",39335
6037570100,"Ramona Park, Long Beach, CA",39333
6037125501,"North Hollywood, Los Angeles, CA",39322
6059076204,"Orange, CA",39321
6111004505,"Pleasant Valley Villlage, Oxnard, CA",39311
6037552001,"Norwalk, CA",39297
6037462400,"Bungalow Heaven, Pasadena, CA",39295
6037132102,"Van Nuys, Los Angeles, CA",39257
6037550100,"Norwalk, CA",39247
6065031100,"Magnolia Center, Riverside, CA",39246
6037432402,"El Monte City, El Monte, CA",39240
6037703002,"Los Angeles, CA",39218
6065040501,"Glen Avon, Riverside, CA",39217
6059074803,"Santa Ana, CA",39203
6111008900,"Redwood, Oxnard, CA",39200
6037212306,"Central LA, Los Angeles, CA",39183
6037294301,"Wilmington, Los Angeles, CA",39178
6037201700,"Northeast Los Angeles, Los Angeles, CA",39175
6059089001,"Riverview West, Santa Ana, CA",39172
6037199400,"Mount Washington, Los Angeles, CA",39146
6037463601,"Pasadena, CA",39139
6065043010,"Lake Elsinore, CA",39138
6111001502,"Ventura, CA",39134
6037552700,"Norwalk, CA",39121
6065042733,"Lake Elsinore, CA",39109
6059074003,"Delhi, Santa Ana, CA",39098
6065031402,"Ramona, Riverside, CA",39098
6059087503,"Anaheim Resort, Anaheim, CA",39084
6065031502,"Ramona, Riverside, CA",39055
6071000821,"Upland, CA",39035
6059089004,"Riverview West, Santa Ana, CA",39018
6037404702,"Baldwin Park, CA",39017
6037482522,"South Montebello, Montebello, CA",39012
6037195903,"Silver Lake, Los Angeles, CA",39009
6037197600,"Echo Park, Los Angeles, CA",39006
6037211410,"Central LA, Los Angeles, CA",38997
6037113234,"Canoga Park, Los Angeles, CA",38988
6037270200,"Palms, Los Angeles, CA",38987
6071000203,"Montclair, CA",38982
6037310601,"Burbank, CA",38981
6071000208,"Montclair, CA",38973
6111004717,"Lemonwood Eastmont, Oxnard, CA",38973
6037433503,"El Monte City, South El Monte, CA",38971
6037603400,"Gardena, CA",38970
6111007901,"Simi Valley, CA",38964
6037127210,"Van Nuys, Los Angeles, CA",38960
6065040901,"La Sierra, Riverside, CA",38960
6037406411,"Walnut Valley, West Covina, CA",38942
6065040303,"Glen Avon, Riverside, CA",38933
6037500900,"El Rancho, Pico Rivera, CA",38926
6037195803,"Silver Lake, Los Angeles, CA",38925
6037191901,"Central LA, Los Angeles, CA",38908
6037536200,"South Gate, CA",38903
6037431001,"Monrovia, CA",38898
6037481101,"San Gabriel, CA",38883
6037603006,"Gardena, CA",38863
6059087401,"Anaheim Colony Historic District, Anaheim, CA",38828
6037551900,"Norwalk, CA",38812
6037132501,"Reseda, Los Angeles, CA",38806
6065041003,"La Sierra Acres, Riverside, CA",38805
6037122120,"Sun Valley, Los Angeles, CA",38799
6037432700,"El Monte City, El Monte, CA",38795
6037189201,"Central LA, Los Angeles, CA",38785
6037554801,"Artesia, CA",38770
6037188100,"Atwater Village, Los Angeles, CA",38767
6071002706,"Rialto, CA",38765
6071002606,"Southridge Village, Fontana, CA",38760
6037432601,"El Monte City, El Monte, CA",38744
6059076101,"Orange, CA",38741
6037208610,"Central LA, Los Angeles, CA",38717
6037201200,"Northeast Los Angeles, Los Angeles, CA",38705
6037267403,"West Los Angeles, Los Angeles, CA",38704
6059086901,"Southwest Anaheim, Anaheim, CA",38701
6037433401,"South El Monte, CA",38679
6037550300,"Norwalk, CA",38673
6059001303,"La Habra, CA",38664
6037128220,"Van Nuys, Los Angeles, CA",38652
6037106406,"Sylmar, Los Angeles, CA",38645
6059099247,"Riverview West, Santa Ana, CA",38634
6065041813,"Corona, CA",38631
6071004603,"Shandin Hills, San Bernardino, CA",38627
6059087902,"Stanton, CA",38615
6037119002,"Arleta, Los Angeles, CA",38600
6059074005,"Sunwood Central, Santa Ana, CA",38590
6037404402,"Azusa, CA",38588
6037503104,"Whittier, CA",38587
6037407200,"La Puente, CA",38582
6037201503,"Northeast Los Angeles, Los Angeles, CA",38566
6065041906,"Corona, CA",38566
6071002307,"Fontana, CA",38565
6037208501,"Central LA, Los Angeles, CA",38562
6037430902,"Monrovia, CA",38544
6037199201,"Montecito Heights, Los Angeles, CA",38537
6037207900,"Central LA, Los Angeles, CA",38529
6065030200,"Downtown Riverside, Riverside, CA",38527
6037302302,"Pacific - Edison, Glendale, CA",38514
6037501200,"Whittier, CA",38508
6071001312,"Ontario, CA",38505
6037460200,"Altadena, CA",38499
6037403722,"Covina, CA",38495
6037533203,"Huntington Park, CA",38486
6071003605,"Bloomington, CA",38484
6037533503,"Huntington Park, CA",38476
6071002703,"Rialto, CA",38456
6059087801,"Stanton, CA",38454
6071002107,"Rancho Cucamonga, CA",38453
6037127606,"Van Nuys, Los Angeles, CA",38442
6037401703,"Westmont, Pomona, CA",38440
6059088403,"Anaheim Resort, Garden Grove, CA",38438
6037433306,"El Monte, CA",38411
6037320202,"San Fernando, CA",38408
6037134800,"Winnetka, Los Angeles, CA",38406
6037117201,"North Hills, Los Angeles, CA",38404
6037603302,"Gardena, CA",38388
6037123104,"North Hollywood, Los Angeles, CA",38381
6037405800,"Covina, CA",38369
6037701702,"Downtown, Santa Monica, CA",38348
6065031501,"Ramona, Riverside, CA",38338
6037121101,"Sun Valley, Los Angeles, CA",38322
6071007305,"North Central, Loma Linda, CA",38312
6065031701,"Arlington Heights, Riverside, CA",38301
6059075404,"Santa Ana, CA",38297
6059086404,"Northeast Anaheim, Anaheim, CA",38293
6037602200,"Los Angeles, CA",38254
6037189702,"Hollywood Hills, Los Angeles, CA",38251
6111008800,"Marina West, Oxnard, CA",38249
6059088402,"Garden Grove, CA",38248
6037106405,"Sylmar, Los Angeles, CA",38246
6037211804,"Central LA, Los Angeles, CA",38239
6037500700,"El Rancho, Pico Rivera, CA",38230
6037224410,"South Los Angeles, Los Angeles, CA",38216
6037530202,"South Montebello, Montebello, CA",38189
6037102105,"Sun Valley, Los Angeles, CA",38178
6037127603,"Lake Balboa, Los Angeles, CA",38177
6111003100,"West Village, Oxnard, CA",38167
6037573402,"Signal Hill, CA",38154
6037119310,"Panorama City, Los Angeles, CA",38144
6037301801,"Vineyard, Glendale, CA",38142
6037269903,"Palms, Los Angeles, CA",38135
6059088104,"Stanton, CA",38123
6037534802,"Huntington Park, CA",38110
6037113233,"Canoga Park, Los Angeles, CA",38101
6037124903,"Valley Village, Los Angeles, CA",38098
6037408501,"Hacienda Heights, CA",38097
6037131900,"Van Nuys, Los Angeles, CA",38084
6037405202,"Baldwin Park, CA",38081
6037128101,"Van Nuys, Los Angeles, CA",38078
